position,surah,ayah,position_in_ayah,page,line,juz,number,number_last,text,rasm_imlai,marks,resegmented
52381,30,31,5,407,14,21,52383,52383,ٱلصَّلَوٰةَ,الصلاة,,0
52382,30,31,6,407,14,21,52384,52384,وَلَا,ولا,,0
52383,30,31,7,407,14,21,52385,52385,تَكُونُواْ,تكونوا,,0
52384,30,31,8,407,14,21,52386,52386,مِنَ,من,,0
52385,30,31,9,407,14,21,52387,52387,ٱلۡمُشۡرِكِينَ,المشركين,,0
52386,30,32,1,407,14,21,52388,52388,مِنَ,من,,0
52387,30,32,2,407,14,21,52389,52389,ٱلَّذِينَ,الذين,,0
52388,30,32,3,407,14,21,52390,52390,فَرَّقُواْ,فرقوا,,0
52389,30,32,4,407,15,21,52391,52391,دِينَهُمۡ,دينهم,,0
52390,30,32,5,407,15,21,52392,52392,وَكَانُواْ,وكانوا,,0
52391,30,32,6,407,15,21,52393,52393,شِيَعࣰا,شيعا,waqf:after:ۖ,0
52392,30,32,7,407,15,21,52394,52394,كُلُّ,كل,,0
52393,30,32,8,407,15,21,52395,52395,حِزۡبِۭ,حزب,,0
52394,30,32,9,407,15,21,52396,52396,بِمَا,بما,,0
52395,30,32,10,407,15,21,52397,52397,لَدَيۡهِمۡ,لديهم,,0
52396,30,32,11,407,15,21,52398,52398,فَرِحُونَ,فرحون,,0
52397,30,33,1,408,1,21,52399,52399,وَإِذَا,وإذا,,0
52398,30,33,2,408,1,21,52400,52400,مَسَّ,مس,,0
52399,30,33,3,408,1,21,52401,52401,ٱلنَّاسَ,الناس,,0
52400,30,33,4,408,1,21,52402,52402,ضُرࣱّ,ضر,,0
52401,30,33,5,408,1,21,52403,52403,دَعَوۡاْ,دعوا,,0
52402,30,33,6,408,1,21,52404,52404,رَبَّهُم,ربهم,,0
52403,30,33,7,408,1,21,52405,52405,مُّنِيبِينَ,منيبين,,0
52404,30,33,8,408,1,21,52406,52406,إِلَيۡهِ,إليه,,0
52405,30,33,9,408,1,21,52407,52407,ثُمَّ,ثم,,0
52406,30,33,10,408,1,21,52408,52408,إِذَآ,إذا,,0
52407,30,33,11,408,1,21,52409,52409,أَذَاقَهُم,أذاقهم,,0
52408,30,33,12,408,2,21,52410,52410,مِّنۡهُ,منه,,0
52409,30,33,13,408,2,21,52411,52411,رَحۡمَةً,رحمة,,0
52410,30,33,14,408,2,21,52412,52412,إِذَا,إذا,,0
52411,30,33,15,408,2,21,52413,52413,فَرِيقࣱ,فريق,,0
52412,30,33,16,408,2,21,52414,52414,مِّنۡهُم,منهم,,0
52413,30,33,17,408,2,21,52415,52415,بِرَبِّهِمۡ,بربهم,,0
52414,30,33,18,408,2,21,52416,52416,يُشۡرِكُونَ,يشركون,,0
52415,30,34,1,408,2,21,52417,52417,لِيَكۡفُرُواْ,ليكفروا,,0
52416,30,34,2,408,2,21,52418,52418,بِمَآ,بما,,0
52417,30,34,3,408,3,21,52419,52419,ءَاتَيۡنَٰهُمۡ,آتيناهم,waqf:after:ۚ,0
52418,30,34,4,408,3,21,52420,52420,فَتَمَتَّعُواْ,فتمتعوا,,0
52419,30,34,5,408,3,21,52421,52421,فَسَوۡفَ,فسوف,,0
52420,30,34,6,408,3,21,52422,52422,تَعۡلَمُونَ,تعلمون,,0
52421,30,35,1,408,3,21,52423,52423,أَمۡ,أم,,0
52422,30,35,2,408,3,21,52424,52424,أَنزَلۡنَا,أنزلنا,,0
52423,30,35,3,408,3,21,52425,52425,عَلَيۡهِمۡ,عليهم,,0
52424,30,35,4,408,4,21,52426,52426,سُلۡطَٰنࣰا,سلطانا,,0
52425,30,35,5,408,4,21,52427,52427,فَهُوَ,فهو,,0
52426,30,35,6,408,4,21,52428,52428,يَتَكَلَّمُ,يتكلم,,0
52427,30,35,7,408,4,21,52429,52429,بِمَا,بما,,0
52428,30,35,8,408,4,21,52430,52430,كَانُواْ,كانوا,,0
52429,30,35,9,408,4,21,52431,52431,بِهِۦ,به,,0
52430,30,35,10,408,4,21,52432,52432,يُشۡرِكُونَ,يشركون,,0
52431,30,36,1,408,4,21,52433,52433,وَإِذَآ,وإذا,,0
52432,30,36,2,408,4,21,52434,52434,أَذَقۡنَا,أذقنا,,0
52433,30,36,3,408,5,21,52435,52435,ٱلنَّاسَ,الناس,,0
52434,30,36,4,408,5,21,52436,52436,رَحۡمَةࣰ,رحمة,,0
52435,30,36,5,408,5,21,52437,52437,فَرِحُواْ,فرحوا,,0
52436,30,36,6,408,5,21,52438,52438,بِهَا,بها,waqf:after:ۖ,0
52437,30,36,7,408,5,21,52439,52439,وَإِن,وإن,,0
52438,30,36,8,408,5,21,52440,52440,تُصِبۡهُمۡ,تصبهم,,0
52439,30,36,9,408,5,21,52441,52441,سَيِّئَةُۢ,سيئة,,0
52440,30,36,10,408,5,21,52442,52442,بِمَا,بما,,0
52441,30,36,11,408,5,21,52443,52443,قَدَّمَتۡ,قدمت,,0
52442,30,36,12,408,5,21,52444,52444,أَيۡدِيهِمۡ,أيديهم,,0
52443,30,36,13,408,6,21,52445,52445,إِذَا,إذا,,0
52444,30,36,14,408,6,21,52446,52446,هُمۡ,هم,,0
52445,30,36,15,408,6,21,52447,52447,يَقۡنَطُونَ,يقنطون,,0
52446,30,37,1,408,6,21,52448,52448,أَوَلَمۡ,أو لم,,0
52447,30,37,2,408,6,21,52449,52449,يَرَوۡاْ,يروا,,0
52448,30,37,3,408,6,21,52450,52450,أَنَّ,أن,,0
52449,30,37,4,408,6,21,52451,52451,ٱللَّهَ,الله,,0
52450,30,37,5,408,6,21,52452,52452,يَبۡسُطُ,يبسط,,0
52451,30,37,6,408,6,21,52453,52453,ٱلرِّزۡقَ,الرزق,,0
52452,30,37,7,408,6,21,52454,52454,لِمَن,لمن,,0
52453,30,37,8,408,6,21,52455,52455,يَشَآءُ,يشاء,,0
52454,30,37,9,408,7,21,52456,52456,وَيَقۡدِرُ,ويقدر,waqf:after:ۚ,0
52455,30,37,10,408,7,21,52457,52457,إِنَّ,إن,,0
52456,30,37,11,408,7,21,52458,52458,فِي,في,,0
52457,30,37,12,408,7,21,52459,52459,ذَٰلِكَ,ذلك,,0
52458,30,37,13,408,7,21,52460,52460,لَأٓيَٰتࣲ,لآيات,,0
52459,30,37,14,408,7,21,52461,52461,لِّقَوۡمࣲ,لقوم,,0
52460,30,37,15,408,7,21,52462,52462,يُؤۡمِنُونَ,يؤمنون,,0
52461,30,38,1,408,7,21,52463,52463,فَـَٔاتِ,فآت,,0
52462,30,38,2,408,7,21,52464,52464,ذَا,ذا,,0
52463,30,38,3,408,7,21,52465,52465,ٱلۡقُرۡبَىٰ,القربى,,0
52464,30,38,4,408,8,21,52466,52466,حَقَّهُۥ,حقه,,0
52465,30,38,5,408,8,21,52467,52467,وَٱلۡمِسۡكِينَ,والمسكين,,0
52466,30,38,6,408,8,21,52468,52468,وَٱبۡنَ,وابن,,0
52467,30,38,7,408,8,21,52469,52469,ٱلسَّبِيلِ,السبيل,waqf:after:ۚ,0
52468,30,38,8,408,8,21,52470,52470,ذَٰلِكَ,ذلك,,0
52469,30,38,9,408,8,21,52471,52471,خَيۡرࣱ,خير,,0
52470,30,38,10,408,8,21,52472,52472,لِّلَّذِينَ,للذين,,0
52471,30,38,11,408,8,21,52473,52473,يُرِيدُونَ,يريدون,,0
52472,30,38,12,408,9,21,52474,52474,وَجۡهَ,وجه,,0
52473,30,38,13,408,9,21,52475,52475,ٱللَّهِ,الله,waqf:after:ۖ,0
52474,30,38,14,408,9,21,52476,52476,وَأُوْلَٰٓئِكَ,وأولئك,,0
52475,30,38,15,408,9,21,52477,52477,هُمُ,هم,,0
52476,30,38,16,408,9,21,52478,52478,ٱلۡمُفۡلِحُونَ,المفلحون,,0
52477,30,39,1,408,9,21,52479,52479,وَمَآ,وما,,0
52478,30,39,2,408,9,21,52480,52480,ءَاتَيۡتُم,آتيتم,,0
52479,30,39,3,408,9,21,52481,52481,مِّن,من,,0
52480,30,39,4,408,9,21,52482,52482,رِّبࣰا,ربا,,0
52481,30,39,5,408,10,21,52483,52483,لِّيَرۡبُوَاْ,ليربو,,0
52482,30,39,6,408,10,21,52484,52484,فِيٓ,في,,0
52483,30,39,7,408,10,21,52485,52485,أَمۡوَٰلِ,أموال,,0
52484,30,39,8,408,10,21,52486,52486,ٱلنَّاسِ,الناس,,0
52485,30,39,9,408,10,21,52487,52487,فَلَا,فلا,,0
52486,30,39,10,408,10,21,52488,52488,يَرۡبُواْ,يربو,,0
52487,30,39,11,408,10,21,52489,52489,عِندَ,عند,,0
52488,30,39,12,408,10,21,52490,52490,ٱللَّهِ,الله,waqf:after:ۖ,0
52489,30,39,13,408,10,21,52491,52491,وَمَآ,وما,,0
52490,30,39,14,408,10,21,52492,52492,ءَاتَيۡتُم,آتيتم,,0
52491,30,39,15,408,10,21,52493,52493,مِّن,من,,0
52492,30,39,16,408,11,21,52494,52494,زَكَوٰةࣲ,زكاة,,0
52493,30,39,17,408,11,21,52495,52495,تُرِيدُونَ,تريدون,,0
52494,30,39,18,408,11,21,52496,52496,وَجۡهَ,وجه,,0
52495,30,39,19,408,11,21,52497,52497,ٱللَّهِ,الله,,0
52496,30,39,20,408,11,21,52498,52498,فَأُوْلَٰٓئِكَ,فأولئك,,0
52497,30,39,21,408,11,21,52499,52499,هُمُ,هم,,0
52498,30,39,22,408,11,21,52500,52500,ٱلۡمُضۡعِفُونَ,المضعفون,,0
52499,30,40,1,408,12,21,52501,52501,ٱللَّهُ,الله,,0
52500,30,40,2,408,12,21,52502,52502,ٱلَّذِي,الذي,,0
52501,30,40,3,408,12,21,52503,52503,خَلَقَكُمۡ,خلقكم,,0
52502,30,40,4,408,12,21,52504,52504,ثُمَّ,ثم,,0
52503,30,40,5,408,12,21,52505,52505,رَزَقَكُمۡ,رزقكم,,0
52504,30,40,6,408,12,21,52506,52506,ثُمَّ,ثم,,0
52505,30,40,7,408,12,21,52507,52507,يُمِيتُكُمۡ,يميتكم,,0
52506,30,40,8,408,12,21,52508,52508,ثُمَّ,ثم,,0
52507,30,40,9,408,12,21,52509,52509,يُحۡيِيكُمۡ,يحييكم,waqf:after:ۖ,0
52508,30,40,10,408,12,21,52510,52510,هَلۡ,هل,,0
52509,30,40,11,408,12,21,52511,52511,مِن,من,,0
52510,30,40,12,408,13,21,52512,52512,شُرَكَآئِكُم,شركائكم,,0
52511,30,40,13,408,13,21,52513,52513,مَّن,من,,0
52512,30,40,14,408,13,21,52514,52514,يَفۡعَلُ,يفعل,,0
52513,30,40,15,408,13,21,52515,52515,مِن,من,,0
52514,30,40,16,408,13,21,52516,52516,ذَٰلِكُم,ذلكم,,0
52515,30,40,17,408,13,21,52517,52517,مِّن,من,,0
52516,30,40,18,408,13,21,52518,52518,شَيۡءࣲ,شيء,waqf:after:ۚ,0
52517,30,40,19,408,13,21,52519,52519,سُبۡحَٰنَهُۥ,سبحانه,,0
52518,30,40,20,408,13,21,52520,52520,وَتَعَٰلَىٰ,وتعالى,,0
52519,30,40,21,408,14,21,52521,52521,عَمَّا,عما,,0
52520,30,40,22,408,14,21,52522,52522,يُشۡرِكُونَ,يشركون,,0
52521,30,41,1,408,14,21,52523,52523,ظَهَرَ,ظهر,,0
52522,30,41,2,408,14,21,52524,52524,ٱلۡفَسَادُ,الفساد,,0
52523,30,41,3,408,14,21,52525,52525,فِي,في,,0
52524,30,41,4,408,14,21,52526,52526,ٱلۡبَرِّ,البر,,0
52525,30,41,5,408,14,21,52527,52527,وَٱلۡبَحۡرِ,والبحر,,0
52526,30,41,6,408,14,21,52528,52528,بِمَا,بما,,0
52527,30,41,7,408,14,21,52529,52529,كَسَبَتۡ,كسبت,,0
52528,30,41,8,408,15,21,52530,52530,أَيۡدِي,أيدي,,0
52529,30,41,9,408,15,21,52531,52531,ٱلنَّاسِ,الناس,,0
52530,30,41,10,408,15,21,52532,52532,لِيُذِيقَهُم,ليذيقهم,,0
52531,30,41,11,408,15,21,52533,52533,بَعۡضَ,بعض,,0
52532,30,41,12,408,15,21,52534,52534,ٱلَّذِي,الذي,,0
52533,30,41,13,408,15,21,52535,52535,عَمِلُواْ,عملوا,,0
52534,30,41,14,408,15,21,52536,52536,لَعَلَّهُمۡ,لعلهم,,0
52535,30,41,15,408,15,21,52537,52537,يَرۡجِعُونَ,يرجعون,,0
52536,30,42,1,409,1,21,52538,52538,قُلۡ,قل,,0
52537,30,42,2,409,1,21,52539,52539,سِيرُواْ,سيروا,,0
52538,30,42,3,409,1,21,52540,52540,فِي,في,,0
52539,30,42,4,409,1,21,52541,52541,ٱلۡأَرۡضِ,الأرض,,0
52540,30,42,5,409,1,21,52542,52542,فَٱنظُرُواْ,فانظروا,,0
52541,30,42,6,409,1,21,52543,52543,كَيۡفَ,كيف,,0
52542,30,42,7,409,1,21,52544,52544,كَانَ,كان,,0
52543,30,42,8,409,1,21,52545,52545,عَٰقِبَةُ,عاقبة,,0
52544,30,42,9,409,1,21,52546,52546,ٱلَّذِينَ,الذين,,0
52545,30,42,10,409,1,21,52547,52547,مِن,من,,0
52546,30,42,11,409,1,21,52548,52548,قَبۡلُ,قبل,waqf:after:ۚ,0
52547,30,42,12,409,2,21,52549,52549,كَانَ,كان,,0
52548,30,42,13,409,2,21,52550,52550,أَكۡثَرُهُم,أكثرهم,,0
52549,30,42,14,409,2,21,52551,52551,مُّشۡرِكِينَ,مشركين,,0
52550,30,43,1,409,2,21,52552,52552,فَأَقِمۡ,فأقم,,0
52551,30,43,2,409,2,21,52553,52553,وَجۡهَكَ,وجهك,,0
52552,30,43,3,409,2,21,52554,52554,لِلدِّينِ,للدين,,0
52553,30,43,4,409,2,21,52555,52555,ٱلۡقَيِّمِ,القيم,,0
52554,30,43,5,409,2,21,52556,52556,مِن,من,,0
52555,30,43,6,409,3,21,52557,52557,قَبۡلِ,قبل,,0
52556,30,43,7,409,3,21,52558,52558,أَن,أن,,0
52557,30,43,8,409,3,21,52559,52559,يَأۡتِيَ,يأتي,,0
52558,30,43,9,409,3,21,52560,52560,يَوۡمࣱ,يوم,,0
52559,30,43,10,409,3,21,52561,52561,لَّا,لا,,0
52560,30,43,11,409,3,21,52562,52562,مَرَدَّ,مرد,,0
52561,30,43,12,409,3,21,52563,52563,لَهُۥ,له,,0
52562,30,43,13,409,3,21,52564,52564,مِنَ,من,,0
52563,30,43,14,409,3,21,52565,52565,ٱللَّهِ,الله,waqf:after:ۖ,0
52564,30,43,15,409,3,21,52566,52566,يَوۡمَئِذࣲ,يومئذ,,0
52565,30,43,16,409,3,21,52567,52567,يَصَّدَّعُونَ,يصدعون,,0
52566,30,44,1,409,3,21,52568,52568,مَن,من,,0
52567,30,44,2,409,4,21,52569,52569,كَفَرَ,كفر,,0
52568,30,44,3,409,4,21,52570,52570,فَعَلَيۡهِ,فعليه,,0
52569,30,44,4,409,4,21,52571,52571,كُفۡرُهُۥ,كفره,waqf:after:ۖ,0
52570,30,44,5,409,4,21,52572,52572,وَمَنۡ,ومن,,0
52571,30,44,6,409,4,21,52573,52573,عَمِلَ,عمل,,0
52572,30,44,7,409,4,21,52574,52574,صَٰلِحࣰا,صالحا,,0
52573,30,44,8,409,4,21,52575,52575,فَلِأَنفُسِهِمۡ,فلأنفسهم,,0
52574,30,44,9,409,4,21,52576,52576,يَمۡهَدُونَ,يمهدون,,0
52575,30,45,1,409,5,21,52577,52577,لِيَجۡزِيَ,ليجزي,,0
52576,30,45,2,409,5,21,52578,52578,ٱلَّذِينَ,الذين,,0
52577,30,45,3,409,5,21,52579,52579,ءَامَنُواْ,آمنوا,,0
52578,30,45,4,409,5,21,52580,52580,وَعَمِلُواْ,وعملوا,,0
52579,30,45,5,409,5,21,52581,52581,ٱلصَّٰلِحَٰتِ,الصالحات,,0
52580,30,45,6,409,5,21,52582,52582,مِن,من,,0
52581,30,45,7,409,5,21,52583,52583,فَضۡلِهِۦٓ,فضله,waqf:after:ۚ,0
52582,30,45,8,409,5,21,52584,52584,إِنَّهُۥ,إنه,,0
52583,30,45,9,409,5,21,52585,52585,لَا,لا,,0
52584,30,45,10,409,5,21,52586,52586,يُحِبُّ,يحب,,0
52585,30,45,11,409,6,21,52587,52587,ٱلۡكَٰفِرِينَ,الكافرين,,0
52586,30,46,1,409,6,21,52588,52588,وَمِنۡ,ومن,,0
52587,30,46,2,409,6,21,52589,52589,ءَايَٰتِهِۦٓ,آياته,,0
52588,30,46,3,409,6,21,52590,52590,أَن,أن,,0
52589,30,46,4,409,6,21,52591,52591,يُرۡسِلَ,يرسل,,0
52590,30,46,5,409,6,21,52592,52592,ٱلرِّيَاحَ,الرياح,,0
52591,30,46,6,409,6,21,52593,52593,مُبَشِّرَٰتࣲ,مبشرات,,0
52592,30,46,7,409,6,21,52594,52594,وَلِيُذِيقَكُم,وليذيقكم,,0
52593,30,46,8,409,7,21,52595,52595,مِّن,من,,0
52594,30,46,9,409,7,21,52596,52596,رَّحۡمَتِهِۦ,رحمته,,0
52595,30,46,10,409,7,21,52597,52597,وَلِتَجۡرِيَ,ولتجري,,0
52596,30,46,11,409,7,21,52598,52598,ٱلۡفُلۡكُ,الفلك,,0
52597,30,46,12,409,7,21,52599,52599,بِأَمۡرِهِۦ,بأمره,,0
52598,30,46,13,409,7,21,52600,52600,وَلِتَبۡتَغُواْ,ولتبتغوا,,0
52599,30,46,14,409,7,21,52601,52601,مِن,من,,0
52600,30,46,15,409,7,21,52602,52602,فَضۡلِهِۦ,فضله,,0
52601,30,46,16,409,7,21,52603,52603,وَلَعَلَّكُمۡ,ولعلكم,,0
52602,30,46,17,409,8,21,52604,52604,تَشۡكُرُونَ,تشكرون,,0
52603,30,47,1,409,8,21,52605,52605,وَلَقَدۡ,ولقد,,0
52604,30,47,2,409,8,21,52606,52606,أَرۡسَلۡنَا,أرسلنا,,0
52605,30,47,3,409,8,21,52607,52607,مِن,من,,0
52606,30,47,4,409,8,21,52608,52608,قَبۡلِكَ,قبلك,,0
52607,30,47,5,409,8,21,52609,52609,رُسُلًا,رسلا,,0
52608,30,47,6,409,8,21,52610,52610,إِلَىٰ,إلى,,0
52609,30,47,7,409,8,21,52611,52611,قَوۡمِهِمۡ,قومهم,,0
52610,30,47,8,409,8,21,52612,52612,فَجَآءُوهُم,فجاءوهم,,0
52611,30,47,9,409,9,21,52613,52613,بِٱلۡبَيِّنَٰتِ,بالبينات,,0
52612,30,47,10,409,9,21,52614,52614,فَٱنتَقَمۡنَا,فانتقمنا,,0
52613,30,47,11,409,9,21,52615,52615,مِنَ,من,,0
52614,30,47,12,409,9,21,52616,52616,ٱلَّذِينَ,الذين,,0
52615,30,47,13,409,9,21,52617,52617,أَجۡرَمُواْ,أجرموا,waqf:after:ۖ,0
52616,30,47,14,409,9,21,52618,52618,وَكَانَ,وكان,,0
52617,30,47,15,409,9,21,52619,52619,حَقًّا,حقا,,0
52618,30,47,16,409,9,21,52620,52620,عَلَيۡنَا,علينا,,0
52619,30,47,17,409,9,21,52621,52621,نَصۡرُ,نصر,,0
52620,30,47,18,409,10,21,52622,52622,ٱلۡمُؤۡمِنِينَ,المؤمنين,,0
52621,30,48,1,409,10,21,52623,52623,ٱللَّهُ,الله,,0
52622,30,48,2,409,10,21,52624,52624,ٱلَّذِي,الذي,,0
52623,30,48,3,409,10,21,52625,52625,يُرۡسِلُ,يرسل,,0
52624,30,48,4,409,10,21,52626,52626,ٱلرِّيَٰحَ,الرياح,,0
52625,30,48,5,409,10,21,52627,52627,فَتُثِيرُ,فتثير,,0
52626,30,48,6,409,10,21,52628,52628,سَحَابࣰا,سحابا,,0
52627,30,48,7,409,10,21,52629,52629,فَيَبۡسُطُهُۥ,فيبسطه,,0
52628,30,48,8,409,11,21,52630,52630,فِي,في,,0
52629,30,48,9,409,11,21,52631,52631,ٱلسَّمَآءِ,السماء,,0
52630,30,48,10,409,11,21,52632,52632,كَيۡفَ,كيف,,0
52631,30,48,11,409,11,21,52633,52633,يَشَآءُ,يشاء,,0
52632,30,48,12,409,11,21,52634,52634,وَيَجۡعَلُهُۥ,ويجعله,,0
52633,30,48,13,409,11,21,52635,52635,كِسَفࣰا,كسفا,,0
52634,30,48,14,409,11,21,52636,52636,فَتَرَى,فترى,,0
52635,30,48,15,409,11,21,52637,52637,ٱلۡوَدۡقَ,الودق,,0
52636,30,48,16,409,11,21,52638,52638,يَخۡرُجُ,يخرج,,0
52637,30,48,17,409,11,21,52639,52639,مِنۡ,من,,0
52638,30,48,18,409,12,21,52640,52640,خِلَٰلِهِۦ,خلاله,waqf:after:ۖ,0
52639,30,48,19,409,12,21,52641,52641,فَإِذَآ,فإذا,,0
52640,30,48,20,409,12,21,52642,52642,أَصَابَ,أصاب,,0
52641,30,48,21,409,12,21,52643,52643,بِهِۦ,به,,0
52642,30,48,22,409,12,21,52644,52644,مَن,من,,0
52643,30,48,23,409,12,21,52645,52645,يَشَآءُ,يشاء,,0
52644,30,48,24,409,12,21,52646,52646,مِنۡ,من,,0
52645,30,48,25,409,12,21,52647,52647,عِبَادِهِۦٓ,عباده,,0
52646,30,48,26,409,12,21,52648,52648,إِذَا,إذا,,0
52647,30,48,27,409,12,21,52649,52649,هُمۡ,هم,,0
52648,30,48,28,409,12,21,52650,52650,يَسۡتَبۡشِرُونَ,يستبشرون,,0
52649,30,49,1,409,13,21,52651,52651,وَإِن,وإن,,0
52650,30,49,2,409,13,21,52652,52652,كَانُواْ,كانوا,,0
52651,30,49,3,409,13,21,52653,52653,مِن,من,,0
52652,30,49,4,409,13,21,52654,52654,قَبۡلِ,قبل,,0
52653,30,49,5,409,13,21,52655,52655,أَن,أن,,0
52654,30,49,6,409,13,21,52656,52656,يُنَزَّلَ,ينزل,,0
52655,30,49,7,409,13,21,52657,52657,عَلَيۡهِم,عليهم,,0
52656,30,49,8,409,13,21,52658,52658,مِّن,من,,0
52657,30,49,9,409,13,21,52659,52659,قَبۡلِهِۦ,قبله,,0
52658,30,49,10,409,13,21,52660,52660,لَمُبۡلِسِينَ,لمبلسين,,0
52659,30,50,1,409,14,21,52661,52661,فَٱنظُرۡ,فانظر,,0
52660,30,50,2,409,14,21,52662,52662,إِلَىٰٓ,إلى,,0
52661,30,50,3,409,14,21,52663,52663,ءَاثَٰرِ,آثار,,0
52662,30,50,4,409,14,21,52664,52664,رَحۡمَتِ,رحمة,,0
52663,30,50,5,409,14,21,52665,52665,ٱللَّهِ,الله,,0
52664,30,50,6,409,14,21,52666,52666,كَيۡفَ,كيف,,0
52665,30,50,7,409,14,21,52667,52667,يُحۡيِ,يحي,,0
52666,30,50,8,409,14,21,52668,52668,ٱلۡأَرۡضَ,الأرض,,0
52667,30,50,9,409,14,21,52669,52669,بَعۡدَ,بعد,,0
52668,30,50,10,409,14,21,52670,52670,مَوۡتِهَآ,موتها,waqf:after:ۚ,0
52669,30,50,11,409,15,21,52671,52671,إِنَّ,إن,,0
52670,30,50,12,409,15,21,52672,52672,ذَٰلِكَ,ذلك,,0
52671,30,50,13,409,15,21,52673,52673,لَمُحۡيِ,لمحي,,0
52672,30,50,14,409,15,21,52674,52674,ٱلۡمَوۡتَىٰ,الموتى,waqf:after:ۖ,0
52673,30,50,15,409,15,21,52675,52675,وَهُوَ,وهو,,0
52674,30,50,16,409,15,21,52676,52676,عَلَىٰ,على,,0
52675,30,50,17,409,15,21,52677,52677,كُلِّ,كل,,0
52676,30,50,18,409,15,21,52678,52678,شَيۡءࣲ,شيء,,0
52677,30,50,19,409,15,21,52679,52679,قَدِيرࣱ,قدير,,0
52678,30,51,1,410,1,21,52680,52680,وَلَئِنۡ,ولئن,,0
52679,30,51,2,410,1,21,52681,52681,أَرۡسَلۡنَا,أرسلنا,,0
52680,30,51,3,410,1,21,52682,52682,رِيحࣰا,ريحا,,0
52681,30,51,4,410,1,21,52683,52683,فَرَأَوۡهُ,فرأوه,,0
52682,30,51,5,410,1,21,52684,52684,مُصۡفَرࣰّا,مصفرا,,0
52683,30,51,6,410,1,21,52685,52685,لَّظَلُّواْ,لظلوا,,0
52684,30,51,7,410,1,21,52686,52686,مِنۢ,من,,0
52685,30,51,8,410,1,21,52687,52687,بَعۡدِهِۦ,بعده,,0
52686,30,51,9,410,1,21,52688,52688,يَكۡفُرُونَ,يكفرون,,0
52687,30,52,1,410,2,21,52689,52689,فَإِنَّكَ,فإنك,,0
52688,30,52,2,410,2,21,52690,52690,لَا,لا,,0
52689,30,52,3,410,2,21,52691,52691,تُسۡمِعُ,تسمع,,0
52690,30,52,4,410,2,21,52692,52692,ٱلۡمَوۡتَىٰ,الموتى,,0
52691,30,52,5,410,2,21,52693,52693,وَلَا,ولا,,0
52692,30,52,6,410,2,21,52694,52694,تُسۡمِعُ,تسمع,,0
52693,30,52,7,410,2,21,52695,52695,ٱلصُّمَّ,الصم,,0
52694,30,52,8,410,2,21,52696,52696,ٱلدُّعَآءَ,الدعاء,,0
52695,30,52,9,410,2,21,52697,52697,إِذَا,إذا,,0
52696,30,52,10,410,2,21,52698,52698,وَلَّوۡاْ,ولوا,,0
52697,30,52,11,410,3,21,52699,52699,مُدۡبِرِينَ,مدبرين,,0
52698,30,53,1,410,3,21,52700,52700,وَمَآ,وما,,0
52699,30,53,2,410,3,21,52701,52701,أَنتَ,أنت,,0
52700,30,53,3,410,3,21,52702,52702,بِهَٰدِ,بهاد,,0
52701,30,53,4,410,3,21,52703,52703,ٱلۡعُمۡيِ,العمي,,0
52702,30,53,5,410,3,21,52704,52704,عَن,عن,,0
52703,30,53,6,410,3,21,52705,52705,ضَلَٰلَتِهِمۡ,ضلالتهم,waqf:after:ۖ,0
52704,30,53,7,410,3,21,52706,52706,إِن,إن,,0
52705,30,53,8,410,3,21,52707,52707,تُسۡمِعُ,تسمع,,0
52706,30,53,9,410,3,21,52708,52708,إِلَّا,إلا,,0
52707,30,53,10,410,4,21,52709,52709,مَن,من,,0
52708,30,53,11,410,4,21,52710,52710,يُؤۡمِنُ,يؤمن,,0
52709,30,53,12,410,4,21,52711,52711,بِـَٔايَٰتِنَا,بآياتنا,,0
52710,30,53,13,410,4,21,52712,52712,فَهُم,فهم,,0
52711,30,53,14,410,4,21,52713,52713,مُّسۡلِمُونَ,مسلمون,,0
52712,30,54,1,410,4,21,52714,52714,ٱللَّهُ,الله,division:before:۞,0
52713,30,54,2,410,4,21,52715,52715,ٱلَّذِي,الذي,,0
52714,30,54,3,410,4,21,52716,52716,خَلَقَكُم,خلقكم,,0
52715,30,54,4,410,5,21,52717,52717,مِّن,من,,0
52716,30,54,5,410,5,21,52718,52718,ضَعۡفࣲ,ضعف,,0
52717,30,54,6,410,5,21,52719,52719,ثُمَّ,ثم,,0
52718,30,54,7,410,5,21,52720,52720,جَعَلَ,جعل,,0
52719,30,54,8,410,5,21,52721,52721,مِنۢ,من,,0
52720,30,54,9,410,5,21,52722,52722,بَعۡدِ,بعد,,0
52721,30,54,10,410,5,21,52723,52723,ضَعۡفࣲ,ضعف,,0
52722,30,54,11,410,5,21,52724,52724,قُوَّةࣰ,قوة,,0
52723,30,54,12,410,5,21,52725,52725,ثُمَّ,ثم,,0
52724,30,54,13,410,5,21,52726,52726,جَعَلَ,جعل,,0
52725,30,54,14,410,5,21,52727,52727,مِنۢ,من,,0
52726,30,54,15,410,5,21,52728,52728,بَعۡدِ,بعد,,0
52727,30,54,16,410,6,21,52729,52729,قُوَّةࣲ,قوة,,0
52728,30,54,17,410,6,21,52730,52730,ضَعۡفࣰا,ضعفا,,0
52729,30,54,18,410,6,21,52731,52731,وَشَيۡبَةࣰ,وشيبة,waqf:after:ۚ,0
52730,30,54,19,410,6,21,52732,52732,يَخۡلُقُ,يخلق,,0
52731,30,54,20,410,6,21,52733,52733,مَا,ما,,0
52732,30,54,21,410,6,21,52734,52734,يَشَآءُ,يشاء,waqf:after:ۚ,0
